s	Product	Department	Dept_Name	Year	Month	Sales	Transactions	Items
20695100000	Plain Smoked Salmon	16	FISH&SEAFOOD	2013	4	2020.05	365	408
14211	CEREAL Granola Classic WF Org.	3	BULK	2012	11	2020	270	270
20633200000	Chicken Thighs	13	MEAT	2013	3	2019.97	375	401
20137700000	Tuna & Peas Pasta Salad	8	DELI	2014	11	2019.94	546	585
20647900000	O.SkinlessBonelessChick.Breast	13	MEAT	2012	3	2019.91	175	185
279	CITRUS Lemon	2	PRODUCE	2012	2	2019.91	1345	1351
15457	TRAIL MIX High Antioxidant Org	3	BULK	2015	9	2019.91	237	238
729	TOMATOES Roma Organic	2	PRODUCE	2015	5	2019.81	1162	1157
13507	NUTS Almonds Whole	3	BULK	2010	11	2019.78	585	590
20320500000	Sage Rosemary Chicken	8	DELI	2012	2	2019.72	297	302
15530	SWEETENER Maple Syrup B	3	BULK	2015	12	2019.47	229	233
20647900000	O.SkinlessBonelessChick.Breast	13	MEAT	2015	5	2019.32	168	184
4420	Salad Bar Container	8	DELI	2016	7	2019.28	410	418
13625	NUTS Cashew Pieces Raw Organic	3	BULK	2012	9	2019.26	250	248
3338390205	1# Bag O.Peeled Baby Carrots	2	PRODUCE	2014	4	2019.18	892	918
3338390203	5# Bag O.Carrots	2	PRODUCE	2012	8	2019.09	285	321
15457	TRAIL MIX High Antioxidant O.	3	BULK	2012	6	2019.08	280	278
63888200200	O.Pumpkin 15oz FrmMkt	1	PACKAGED GROCERY	2014	12	2019	619	1198
739	Sweet Potato Organic	2	PRODUCE	2012	3	2019	790	787
3619212246	O.Strawberry Lemonade 32oz SC	1	PACKAGED GROCERY	2010	6	2018.97	1112	1284
20141300000	Guacamole	8	DELI	2011	10	2018.69	315	326
3338390203	5# Bag O.Carrots	2	PRODUCE	2011	6	2018.63	317	336
9396613000	O.Unsalted Butter 16oz OV 	4	REF GROCERY	2012	3	2018.63	302	323
9396613000	O.Unsalted Butter 16oz OV 	4	REF GROCERY	2012	4	2018.63	312	333
20139800000	Garlic Lovers Pasta	8	DELI	2014	12	2018.58	538	591
79921011111	O.EV Olive Oil 17oz Bion	1	PACKAGED GROCERY	2010	11	2018.45	191	201
20130400000	O.Emerald Sesame Kale	8	DELI	2016	5	2018.28	677	762
79183310011	Hummus Tahini 8oz HolyLand	4	REF GROCERY	2013	5	2018.25	658	675
79985765520	O.FT.Red Cherry Tomatoes pkg	2	PRODUCE	2016	12	2018.22	447	477
595	POTATOES Yellow/Yukon/White O	2	PRODUCE	2011	4	2018.16	783	784
20268100000	Toasted Garbanzo Salad	8	DELI	2014	9	2017.9	425	428
20632900000	Chicken Breast for Stir-Fry	13	MEAT	2016	10	2017.89	301	399
20125300000	Garlic Lovers Pasta	8	DELI	2012	10	2017.86	600	670
76899003790	Ultimate Omega 180ct Nordic	10	SUPPLEMENTS	2014	12	2017.66	29	34
20655200000	Bone-In Short Ribs	13	MEAT	2015	1	2017.54	129	200
4318200208	O.Coconut Milk 13.5oz NF	1	PACKAGED GROCERY	2013	12	2017.5	482	738
20568700000	Cello Shredded Parmesan	5	CHEESE	2013	9	2016.87	814	887
20587000000	Stuffed Grape Leaves	5	CHEESE	2015	6	2016.75	434	442
20632000000	Chicken Legs	13	MEAT	2013	10	2016.58	313	345
13640	NUTS Cashews Whole Roasted NS	3	BULK	2012	4	2016.53	251	249
13580	NUTS Pecan Halves Raw Organic	3	BULK	2014	9	2016.51	279	276
13687	NUTS Mixed Roasted No Salt	3	BULK	2015	11	2016.46	218	221
20158000000	CranPecan Salad/MapleMust.Vin.	8	DELI	2015	7	2016.26	488	531
20653000000	Chuck Roast	13	MEAT	2015	11	2016.19	68	72
20648000000	Beelers Sliced Ham	13	MEAT	2017	1	2016.14	375	375
4341	BURRITOS Carnitas & Salsa	8	DELI	2015	7	2016	245	250
3338390103	5# Bag O.Yellow Potatoes	2	PRODUCE	2012	5	2015.93	210	217
20160300000	Fresh Italian Sandwich	8	DELI	2015	9	2015.11	498	534
13687	NUTS Mixed Roasted No Salt	3	BULK	2010	5	2015.07	312	315
1294451231	Multigrain Bread 26oz Wedge	8	DELI	2016	1	2014.95	477	505
9396651015	O.Whole Milk 64oz OV	4	REF GROCERY	2013	3	2014.95	446	497
9396651015	O.Whole Milk 64oz OV	4	REF GROCERY	2013	11	2014.95	471	504
3338322232	O.Blueberries 1/2 pint pkg.	2	PRODUCE	2012	8	2014.95	366	459
40505	OATSCREME Shake $5.49	14	JUICE BAR	2010	6	2014.83	351	362
7106	Eggs Amish Soy-Free Dozen	4	REF GROCERY	2016	10	2014.82	540	576
512	Fresh Herbs Packaged Organic	2	PRODUCE	2013	11	2014.81	581	661
20280600000	Roasted Salmon Fillet	8	DELI	2012	7	2014.72	278	282
594	POTATOES Yellow C-Size Organic	2	PRODUCE	2013	7	2014.63	415	415
20640000000	Fresh Ground Lamb	13	MEAT	2016	6	2014.62	157	203
139	Mango Kent/TommyAtkins Organic	2	PRODUCE	2015	8	2014.57	680	724
7990000169	Wild Blueberries 48oz Wyman	6	FROZEN	2015	5	2014.56	142	144
13500	NUTS Cashews DryRstd.Salted O.	3	BULK	2015	2	2014.46	209	211
18280	GRAIN Quinoa Organic	3	BULK	2011	11	2014.39	353	354
15627	SWEETENER Honey Raw/Ames Farm	3	BULK	2014	8	2014.38	245	253
40200	TSM16 EmeraldPineSmoothie 16oz	14	JUICE BAR	2015	4	2014.24	249	248
40121	16JCE O.Green Gulp Large	14	JUICE BAR	2015	3	2014.09	242	243
15660	NUT BUTTER Peanut Organic	3	BULK	2017	1	2013.84	455	468
827444444	Extra Ginger Brew 4-pk Reeds	1	PACKAGED GROCERY	2011	12	2013.72	401	462
20320500000	Sage Rosemary Chicken	8	DELI	2013	11	2013.63	278	281
305	PEARS Abate Fetel Organic	2	PRODUCE	2014	5	2013.54	531	518
611	Basil Fresh 	2	PRODUCE	2012	3	2013.28	1363	1355
20060600000	Organic Medjool Dates	2	PRODUCE	2013	2	2013.07	277	297
331	Plum Organic	2	PRODUCE	2014	10	2013.01	1019	1067
20633200000	Chicken Thighs	13	MEAT	2013	7	2012.99	345	364
382	Fennel Bulb Organic	2	PRODUCE	2015	2	2012.79	461	469
20158200000	Greek Salad/Balsam.Vinaigrette	8	DELI	2015	6	2012.78	391	452
7260974185	O.Vanilla Ice Cream 48oz Ald	6	FROZEN	2012	11	2012.64	318	336
70882106308	Laundry Detergent 64oz RTE	1	PACKAGED GROCERY	2010	4	2012.43	125	144
559	Shallots Organic	2	PRODUCE	2015	2	2012.43	973	976
20631200000	Split Chicken Breasts	13	MEAT	2011	2	2012.4	229	245
739	Sweet Potato Organic	2	PRODUCE	2011	2	2012.39	711	721
570	Pepper Bell Yellow Organic	2	PRODUCE	2010	5	2012.38	533	511
588	POTATOES Red Organic	2	PRODUCE	2013	8	2012.32	639	639
3338390001	3# Bag O.Yellow Onions	2	PRODUCE	2012	5	2012.27	668	672
20672700000	Alaskan Cod	16	FISH&SEAFOOD	2010	6	2012.25	182	192
20320400000	Garlic Basil Chicken	8	DELI	2013	8	2012.07	280	282
9396651015	O.Whole Milk 64oz OV	4	REF GROCERY	2015	12	2012.01	377	429
20654200000	New York Strip Steak 	13	MEAT	2010	7	2011.86	169	202
588	POTATOES Red/Mini Red Organic	2	PRODUCE	2016	12	2011.79	636	650
82202300003	O.Whole Milk Glass 64oz CedSum	4	REF GROCERY	2011	10	2011.52	322	381
20018500000	O.Raisins Thompson Organic	3	BULK	2013	1	2011.35	634	759
521	Parsley Italian Organic	2	PRODUCE	2012	3	2011.35	1167	1149
359	Cabbage Green Organic	2	PRODUCE	2012	12	2011.16	727	743
1087	St.Paul Bagels	7	BREAD	2010	1	2011.13	486	505
1087	St.Paul Bagels	7	BREAD	2010	9	2011.13	485	504
9396681120	Eggs O.Large dozen OV	4	REF GROCERY	2010	8	2010.96	482	502
20637200000	Ground Turkey Breast	13	MEAT	2014	9	2010.72	276	303
20320400000	Garlic Basil Chicken	8	DELI	2012	5	2010.7	312	311
20070300000	Holiday Plant	18	FLOWERS	2015	12	2010.66	209	233
15214	SNACK Choc Almonds Dark	3	BULK	2011	8	2010.54	370	372
15605	NUT BUTTER Almond Crunchy	3	BULK	2012	3	2010.53	288	292
180	CITRUS Lime Organic	2	PRODUCE	2012	4	2010.41	1799	1806
3022304224	O.Baby Spinach bagged	2	PRODUCE	2016	2	2010.24	497	566
352	Beans Green Organic	2	PRODUCE	2016	8	2009.66	753	750
20687200000	Walleye Fillet	16	FISH&SEAFOOD	2012	2	2009.57	151	155
20568700000	Cello Shredded Parmesan	5	CHEESE	2013	10	2009.49	740	792
20125300000	Garlic Lovers Pasta	8	DELI	2012	8	2009.43	638	714
15627	SWEETENER Honey Raw/Ames Farm	3	BULK	2010	8	2009.42	331	349
89435300111	Baxyl Hyaluronan Liquid 6oz	10	SUPPLEMENTS	2014	5	2009.33	54	67
3022304229	O.Whole Romaine Hearts bagged	2	PRODUCE	2013	2	2009.28	654	671
20141300000	Guacamole	8	DELI	2011	4	2009.17	358	379
20633200000	Chicken Thighs	13	MEAT	2012	9	2009.11	341	359
20651700000	85% LeanGroundBeef 50cents Off	13	MEAT	2010	7	2009.05	221	270
382	Fennel Bulb Organic	2	PRODUCE	2013	1	2008.91	481	481
79183320002	Wheat Pita w/O.Flour 4ct Holy	4	REF GROCERY	2011	4	2008.55	588	645
7835555000	Plain Greek Yogurt 24oz Gods	4	REF GROCERY	2015	2	2008.55	426	490
20634600000	Boneless Chicken Thighs TrayPk	13	MEAT	2011	9	2008.48	279	395
15605	NUT BUTTER Almond Crunchy	3	BULK	2012	10	2008.47	275	280
394	Kale Red Organic	2	PRODUCE	2014	6	2008.4	773	791
18450	RICE Wild Organic	3	BULK	2014	11	2008.37	217	221
15660	NUT BUTTER Peanut Organic	3	BULK	2015	11	2008.33	471	489
20568700000	Cello Shredded Parmesan	5	CHEESE	2015	4	2008.21	696	781
17511	COFFEE GuatemalanDark O./Peace	3	BULK	2015	11	2008.07	231	244
4322	PANINI Turkey & Brie	8	DELI	2015	3	2008	246	249
20060600000	Organic Medjool Dates	2	PRODUCE	2016	4	2007.86	267	293
13647	NUTS Mixed Deluxe Roasted	3	BULK	2015	12	2007.79	207	210
20139800000	Garlic Lovers Pasta	8	DELI	2014	3	2007.35	612	704
3022304224	O.Baby Spinach bagged	2	PRODUCE	2011	8	2007.24	510	573
20320400000	Garlic Basil Chicken	8	DELI	2012	12	2007.21	270	274
13580	NUTS Pecan Halves Raw Organic	3	BULK	2014	2	2007.12	277	279
20632900000	Chicken Breast for Stir-Fry	13	MEAT	2014	8	2007.11	266	374
3338390202	2# Bag O.Carrots	2	PRODUCE	2015	8	2006.9	599	610
63888200007	Blueberries 10oz Stahl	6	FROZEN	2012	1	2006.87	368	500
20320400000	Garlic Basil Chicken	8	DELI	2013	2	2006.86	283	287
3022304224	O.Baby Spinach bagged	2	PRODUCE	2014	2	2006.75	523	572
93	BAGUETTE White	8	DELI	2015	12	2006.74	666	669
180	CITRUS Lime Organic	2	PRODUCE	2016	3	2006.73	1611	1638
13505	NUTS Almonds Organic	3	BULK	2015	10	2006.55	206	201
17503	COFFEE French Roast/EE	3	BULK	2011	11	2006.3	196	212
8028	Gift Card Added Value	15	MISC P/I	2012	7	2006.3	12	15
79183310018	Garlicky Hummus 8oz HolyLand	4	REF GROCERY	2011	5	2006.29	622	668
9396651015	O.Whole Milk 64oz OV	4	REF GROCERY	2016	12	2006.23	425	456
20604300000	Grass-Fed Ribeye Steak	13	MEAT	2011	1	2006.23	149	180
20295000000	The Works Burrito w/Chicken	8	DELI	2013	3	2006.13	268	287
9396600014	O.Whole Milk gallon OV	4	REF GROCERY	2013	10	2006.13	271	287
20664600000	Pork Sweet Italian Sausage	13	MEAT	2014	10	2006.12	361	369
9396651225	Organic 2% Milk 64oz OV	4	REF GROCERY	2014	8	2006.05	422	469
20162100000	Turkey Focaccia w/Pesto Mayo	8	DELI	2010	6	2006.05	469	512
359	Cabbage Green Organic	2	PRODUCE	2010	10	2006.01	780	794
743	Carrots Greentop/Rainbow Org.	2	PRODUCE	2011	12	2006.01	623	639
9.78193E+11	Chinook Book 2016	9	GEN MERCH	2015	12	2006	103	112
521	Parsley Italian Organic	2	PRODUCE	2011	5	2005.99	733	736
379	Ginger Root Organic	2	PRODUCE	2010	9	2005.94	1598	1603
20528200000	Sharp Yellow Cheddar Cheese	5	CHEESE	2010	8	2005.93	623	648
20320600000	Teriyaki Chicken	8	DELI	2013	10	2005.69	281	283
20320400000	Garlic Basil Chicken	8	DELI	2013	6	2005.56	291	292
85068710005	Everyday Olive Oil 16.9oz CaO	1	PACKAGED GROCERY	2015	12	2005.49	234	251
20295000000	The Works Burrito 	8	DELI	2015	1	2005.49	231	249
15457	TRAIL MIX High Antioxidant Org	3	BULK	2014	1	2005.33	234	234
20655500000	Sirloin Tip Steak	13	MEAT	2015	3	2005.3	220	244
731	TOMATOES Red Slicer Local Org.	2	PRODUCE	2012	1	2005.23	645	653
7878390812	O.Blueberries pint	2	PRODUCE	2012	6	2005.17	310	333
20655500000	Sirloin Tip Steak	13	MEAT	2015	5	2005	191	238
20503900000	Rochdale Plain String Cheese	5	CHEESE	2010	11	2004.92	687	763
67076412363	O.Yel.Tortilla Chips 16oz WGM	1	PACKAGED GROCERY	2014	7	2004.91	469	523
1460134200	Salted Butter 16oz Hope	4	REF GROCERY	2014	4	2004.91	344	379
3022304229	O.Whole Romaine Hearts 3ct Tay	2	PRODUCE	2016	2	2004.74	543	575
549	ONIONS Red Organic	2	PRODUCE	2016	9	2004.5	1564	1580
198	ORANGES Tangerine Sunburst Org	2	PRODUCE	2012	1	2004.49	872	835
93	White Baguette	17	BAKEHOUSE	2013	7	2004.45	763	765
13690	NUTS Pistachios Rstd.Salt.Org.	3	BULK	2014	9	2004.02	309	308
15655	NUT BUTTER Peanut Smooth	3	BULK	2014	9	2003.98	813	858
182	ORANGES Juice/Valencia Organic	2	PRODUCE	2012	1	2003.87	948	938
380	Garlic Local Organic	2	PRODUCE	2015	1	2003.76	1222	1236
1294451231	Multigrain Bread 26oz Wedge	17	BAKEHOUSE	2010	10	2003.73	585	617
5844977021	O.Heritage Flakes 32oz NP	1	PACKAGED GROCERY	2010	4	2003.68	265	316
556	ONIONS Yellow/Sweet O.	2	PRODUCE	2015	5	2003.46	1145	1176
253	Grapes Red	2	PRODUCE	2016	5	2003.35	315	314
3022304229	O.Whole Romaine Hearts bagged	2	PRODUCE	2013	7	2003.3	638	668
3338390421	5# Bag O.Texas Grapefruit	2	PRODUCE	2012	2	2003.29	246	253
79156727848	O.Arugula 4oz Harmony Valley	2	PRODUCE	2015	9	2003.22	655	718
13647	NUTS Mixed Deluxe Roasted	3	BULK	2014	11	2003.11	213	213
75167512125	O.White 8 Tortillas 16oz Stac	4	REF GROCERY	2011	5	2002.98	475	497
75167512122	O.WW 8 Tortillas 16oz Stacey	4	REF GROCERY	2013	5	2002.98	461	493
1299310201	Pamplemousse Spk.Water 12pk La	1	PACKAGED GROCERY	2015	5	2002.44	414	432
20501000000	Mild Cheddar rBST-Free	5	CHEESE	2015	5	2002.34	732	811
5844977021	O.Heritage Flakes 32oz NP	1	PACKAGED GROCERY	2010	10	2002.32	254	311
9396651225	Organic 2% Milk 64oz OV	4	REF GROCERY	2011	8	2002.29	467	507
17514	COFFEE Guatemalan Light/Peace	3	BULK	2014	7	2002.23	217	231
20568700000	Cello Shredded Parmesan	5	CHEESE	2015	1	2002.19	811	898
4157005278	Sea Salt Nut Thins 4.25oz BD	1	PACKAGED GROCERY	2014	11	2002.16	722	892
20320300000	Cajun Chicken	8	DELI	2015	8	2001.94	293	298
20123100000	Tuna & Peas Pasta Salad	8	DELI	2010	10	2001.91	508	541
180	CITRUS Lime Organic	2	PRODUCE	2013	5	2001.89	1891	1913
20664600000	Pork Sweet Italian Sausage	13	MEAT	2014	5	2001.73	431	442
20653000000	Chuck Roast	13	MEAT	2010	11	2001.71	172	182
13508	NUTS Almonds Raw Tuano Organic	3	BULK	2011	10	2001.65	321	321
20640000000	Fresh Ground Lamb	13	MEAT	2015	5	2001.43	191	209
20634600000	Boneless Chicken Thighs TrayPk	13	MEAT	2014	12	2001.34	289	400
8102	Redeemer Center Donation	15	MISC P/I	2015	12	2001.04	4015	4176
13580	NUTS Pecan Halves Raw Organic	3	BULK	2011	2	2001.03	291	291
591	POTATOES Russet Organic	2	PRODUCE	2013	10	2001	671	668
17509	COFFEE Midnight Sun/EE	3	BULK	2014	11	2000.98	216	228
20528200000	Sharp Yellow Cheddar Cheese	5	CHEESE	2010	7	2000.73	583	621
3025	Raw Honey 47oz HA	1	PACKAGED GROCERY	2015	5	2000.7	128	128
20695200000	Brown Sugar Smoked Salmon	16	FISH&SEAFOOD	2013	10	2000.62	354	407
20130200000	Tuna Salad	8	DELI	2016	7	2000.48	546	605
20125300000	Garlic Lovers Pasta	8	DELI	2012	9	2000.48	664	758
13580	NUTS Pecan Halves Raw Organic	3	BULK	2012	5	2000.29	272	269
537	Mushroom Portabella Organic	2	PRODUCE	2013	7	2000.25	527	509
119	APPLES Orin Organic	2	PRODUCE	2015	4	2000.15	724	727
72243060016	O.GingerberryKombucha 16oz GTs	4	REF GROCERY	2015	12	2000.1	469	557
72243060016	O.GingerberryKombucha 16oz GTs	4	REF GROCERY	2014	4	2000.1	484	576
72243060016	O.GingerberryKombucha 16oz GTs	4	REF GROCERY	2011	12	2000.1	469	577
500.00DP13	MEAT	13	MEAT	2011	11	2000	1	4
8028	Gift Card Added Value	15	MISC P/I	2010	11	2000	9	9
8011	WEDGE CLASS	15	MISC P/I	2013	1	2000	40	47
20637200000	Ground Turkey Breast	13	MEAT	2014	10	1999.98	274	298
20125300000	Garlic Lovers Pasta	8	DELI	2010	3	1999.96	542	602
520	Parsley Curly Organic	2	PRODUCE	2013	3	1999.95	884	885
3022304224	O.Baby Spinach bagged	2	PRODUCE	2014	9	1999.77	506	568
20635400000	Cut-Up Whole Chicken 	13	MEAT	2012	5	1999.77	163	174
7990000169	Wild Blueberries 3# Wyman	6	FROZEN	2012	1	1999.55	140	145
7990000169	Wild Blueberries 48oz Wyman	6	FROZEN	2013	12	1999.55	133	145
9396651225	Organic 2% Milk 64oz OV	4	REF GROCERY	2010	7	1999.46	469	510
20672700000	Alaskan Cod	16	FISH&SEAFOOD	2016	11	1999.36	177	184
20125300000	Garlic Lovers Pasta	8	DELI	2013	9	1999.25	624	682
20667900000	Ground Bison	13	MEAT	2013	2	1999.23	182	200
20295000000	The Works Burrito w/Chicken	8	DELI	2011	8	1999.14	268	284
1460134200	Salted Butter 16oz Hope	4	REF GROCERY	2013	4	1999.14	424	451
521	Parsley Italian Organic	2	PRODUCE	2012	1	1999.11	1074	1073
20663600000	Pork Bratwurst	13	MEAT	2013	10	1999	330	351
7234001158	Unsalted Butter 16oz Sch	4	REF GROCERY	2016	2	1998.99	465	498
9396651245	O.Skim Milk 64oz OV	4	REF GROCERY	2012	1	1998.99	403	472
570	Pepper Bell Yellow Organic	2	PRODUCE	2012	4	1998.96	786	769
17528	COFFEE Love Buzz O./EE	3	BULK	2015	5	1998.91	247	248
13692	NUTS Pistachios Raw Organic	3	BULK	2010	5	1998.69	298	299
8028	Gift Card Added Value	15	MISC P/I	2012	5	1998.62	10	14
13693	NUTS Pistachios Raw Shelled	3	BULK	2013	12	1998.58	230	231
20320400000	Garlic Basil Chicken	8	DELI	2013	12	1998.45	251	256
5385200300	Orig.Tortilla Strips 8oz GMG	1	PACKAGED GROCERY	2015	5	1998.38	859	987
20683000000	Shrimp Large Brown	16	FISH&SEAFOOD	2011	4	1998.36	198	209
549	ONIONS Red Organic	2	PRODUCE	2010	2	1998.18	1697	1705
15214	SNACK Chocolate Almonds Dark	3	BULK	2015	6	1998	350	353
20633200000	Chicken Thighs	13	MEAT	2014	11	1997.76	333	352
360	Cabbage Red Organic	2	PRODUCE	2011	3	1997.65	795	795
8028	Gift Card Added Value	15	MISC P/I	2012	3	1997.62	14	21
359	Cabbage Green Organic	2	PRODUCE	2016	10	1997.61	544	545
13642	NUTS Cashews Whole Rstd.Salted	3	BULK	2015	8	1997.57	224	224
13640	NUTS Cashews Whole Roasted NS	3	BULK	2012	3	1997.5	239	238
20632000000	Chicken Legs	13	MEAT	2012	6	1997.5	349	405
20155600000	Chana Masala	8	DELI	2016	5	1997.48	442	460
359	Cabbage Green Organic	2	PRODUCE	2014	7	1997.34	724	722
3022304224	O.Baby Spinach bagged	2	PRODUCE	2011	4	1997.32	573	658
106	APPLES Fuji Organic	2	PRODUCE	2010	9	1997.26	590	600
148	Figs Brown Turkey/Kadota Org.	2	PRODUCE	2014	8	1997.23	334	347
559	Shallots Organic	2	PRODUCE	2013	1	1997.18	1051	1068
180	CITRUS Lime Organic	2	PRODUCE	2015	2	1997.15	1302	1307
93	White Baguette	17	BAKEHOUSE	2012	2	1996.98	741	738
17503	COFFEE French Roast/EE	3	BULK	2011	7	1996.97	205	216
20640000000	Fresh Ground Lamb	13	MEAT	2015	3	1996.88	187	223
18	Spinach Bunch Organic	2	PRODUCE	2012	1	1996.86	575	578
530	Mushroom White Button Organic	2	PRODUCE	2016	5	1996.82	974	967
20568700000	Cello Shredded Parmesan	5	CHEESE	2015	12	1996.82	672	756
174	CITRUS Grapefruit Red/Pink O.	2	PRODUCE	2011	7	1996.78	835	867
72243060016	O.GingerberryKombucha 16oz GTs	4	REF GROCERY	2016	3	1996.71	480	583
20635400000	Cut-Up Whole Chicken 	13	MEAT	2010	4	1996.67	198	214
9396600033	Organic Half & Half 32oz OV	4	REF GROCERY	2015	3	1996.65	357	419
7835555000	Plain Greek Yogurt 24oz Gods	4	REF GROCERY	2013	12	1996.65	458	558
20160300000	Fresh Italian Sandwich	8	DELI	2015	8	1996.57	504	533
360	Cabbage Red Organic	2	PRODUCE	2012	1	1996.44	661	663
3022304226	O.Baby Arugula bagged	2	PRODUCE	2013	12	1996.28	532	570
20619600000	Garlic Pepper Bacon	13	MEAT	2013	12	1996.28	327	343
508	Lettuce Red Leaf Organic	2	PRODUCE	2015	11	1996.28	705	695
8839501352	Cod Liver Oil 16.9oz Carl	10	SUPPLEMENTS	2012	12	1996.27	43	43
9396600014	O.Whole Milk gallon OV	4	REF GROCERY	2012	10	1996.26	254	278
591	POTATOES Russet Organic	2	PRODUCE	2012	5	1996.22	663	664
188	ORANGES Tang.Honey Murcott O.	2	PRODUCE	2014	2	1996.09	685	671
279	CITRUS Lemon	2	PRODUCE	2016	9	1996.03	1091	1104
20637200000	Ground Turkey Breast	13	MEAT	2014	4	1996.01	267	301
20243000000	Curry Chicken Salad	8	DELI	2014	6	1995.9	271	276
13500	NUTS Cashews DryRstd.Salted O.	3	BULK	2016	9	1995.87	191	192
451	Asparagus	2	PRODUCE	2014	7	1995.85	458	453
20587000000	Stuffed Grape Leaves	5	CHEESE	2015	8	1995.59	436	444
20161100000	Orchard Brie Turkey Baguette	8	DELI	2012	8	1995.58	385	407
13508	NUTS Almonds Raw Tuano Organic	3	BULK	2012	12	1995.37	263	264
559	Shallots Organic	2	PRODUCE	2011	11	1995.12	938	946
13500	NUTS Cashews DryRstd.Salted O.	3	BULK	2016	11	1994.91	196	199
15627	SWEETENER Honey Raw/Ames Farm	3	BULK	2016	6	1994.86	248	259
20685400000	Tilapia	16	FISH&SEAFOOD	2016	7	1994.64	290	500
76899003790	Ultimate Omega 180ct Nordic	10	SUPPLEMENTS	2013	11	1994.62	33	38
13612	NUTS Almonds Roasted Salted	3	BULK	2015	1	1994.6	239	238
20320500000	Sage Rosemary Chicken	8	DELI	2012	5	1994.57	300	304
13507	NUTS Almonds Whole	3	BULK	2011	6	1994.44	529	527
746	3# Bag O.Carrots Driftless	2	PRODUCE	2016	1	1994.33	379	371
79183310011	Hummus Tahini 8oz HolyLand	4	REF GROCERY	2010	4	1994.29	638	671
360	Cabbage Red Organic	2	PRODUCE	2013	2	1993.98	640	639
20603500000	Grass-Fed NY Strip Steak 	13	MEAT	2011	6	1993.95	167	209
20123100000	Tuna & Peas Pasta Salad	8	DELI	2012	3	1993.94	584	610
13505	NUTS Almonds Organic	3	BULK	2015	3	1993.84	199	198
20637200000	Ground Turkey Breast	13	MEAT	2013	2	1993.67	276	303
3338300033	3# Bag O.Fuji Apples	2	PRODUCE	2012	6	1993.62	292	298
85105200501	O.Brown Turkey Figs 8oz pkg	2	PRODUCE	2014	6	1993.53	268	287
72243020016	O.Gingerade Kombucha 16oz GTs	4	REF GROCERY	2017	1	1993.32	510	570
72243011016	O.Trilogy Kombucha 16oz GTs	4	REF GROCERY	2013	2	1993.32	498	567
72243060016	O.GingerberryKombucha 16oz GTs	4	REF GROCERY	2013	10	1993.32	463	567
4157005670	Orig.Unswt.Alm.Breeze 64oz BD	4	REF GROCERY	2015	1	1993.25	393	424
13642	NUTS Cashews Whole Rstd.Salted	3	BULK	2014	5	1993.18	204	205
80735670207	Uncured Bacon 12oz Lorentz	13	MEAT	2016	9	1993.15	319	385
740	Beets Loose Organic	2	PRODUCE	2010	8	1993.02	676	681
71575610004	O.Raspberries 6oz pkg	2	PRODUCE	2010	12	1992.7	268	326
20632000000	Chicken Legs	13	MEAT	2014	9	1992.65	271	300
13508	NUTS Almonds Raw Organic	3	BULK	2010	6	1992.47	334	328
180	CITRUS Lime Organic	2	PRODUCE	2013	7	1992.45	1914	1936
7835557000	Honey Greek Yogurt 24oz Gods	4	REF GROCERY	2010	7	1992.43	402	457
13690	NUTS Pistachios Rstd.Salt.Org.	3	BULK	2013	7	1992.27	262	262
13508	NUTS Almonds Raw Tuano Organic	3	BULK	2012	9	1992.27	287	287
180	CITRUS Lime Organic	2	PRODUCE	2016	4	1992.17	1602	1640
9396600014	O.Whole Milk gallon OV	4	REF GROCERY	2017	1	1992.15	264	284
85705400300	3# Bag O.Carrots Ridgeland	2	PRODUCE	2013	2	1992.15	278	284
20060600000	Organic Medjool Dates	2	PRODUCE	2012	5	1992.14	300	318
7234001157	Salted Butter 16oz Sch	4	REF GROCERY	2015	11	1992.09	409	441
1145308000	O.Crimini Mushrooms 8oz pkg.	2	PRODUCE	2015	3	1992.06	418	434
16	Lettuce Green Leaf Organic	2	PRODUCE	2010	6	1991.99	962	983
14210	CEREAL Granola Wedge Deli GF	8	DELI	2015	5	1991.9	218	220
3338390102	5# Bag O.Russet Potatoes	2	PRODUCE	2012	1	1991.76	344	345
13697	NUTS Walnut Pieces Raw	3	BULK	2016	7	1991.69	623	622
73762807950	O.Coconut Milk 13.66oz TK	1	PACKAGED GROCERY	2015	10	1991.36	362	617
7550238667	Sparkling Water 25.4oz Gerolst	1	PACKAGED GROCERY	2013	4	1991.29	688	991
20672700000	Alaskan Cod	16	FISH&SEAFOOD	2016	10	1991.25	171	173
18285	GRAIN Quinoa Organic	3	BULK	2014	8	1991.07	282	283
45	O.Whole Seed Boule	17	BAKEHOUSE	2013	8	1991.01	391	386
20530700000	O.Donnay Dairy Chevre	5	CHEESE	2014	5	1990.85	481	512
20503900000	Rochdale Plain String Cheese	5	CHEESE	2015	10	1990.79	655	768
17511	COFFEE Guatemalan Dark/Peace	3	BULK	2013	12	1990.76	218	222
16	Lettuce Green Organic	2	PRODUCE	2012	9	1990.76	777	784
20320400000	Garlic Basil Chicken	8	DELI	2013	11	1990.75	270	272
1878750502	O.WhiteKernel Coconut Oil 14oz	1	PACKAGED GROCERY	2012	5	1990.65	227	264
8102	North Minneapolis RecoveryFund	15	MISC P/I	2011	6	1990.51	1882	1988
20652200000	90% Lean Ground Beef	13	MEAT	2015	9	1990.48	237	260
15214	SNACK Chocolate Almonds Dark	3	BULK	2013	11	1990.46	339	343
