s	Product	Department	Dept_Name	Year	Month	Sales	Transactions	Items
398	Spinach Bulk Organic	2	PRODUCE	2010	8	4539	2216	2207
20652200000	90% Lean Ground Beef	13	MEAT	2014	10	4537.78	541	637
71575620011	O.Strawberries 16oz pkg.	2	PRODUCE	2011	5	4536.76	762	822
392	Kale Green Organic	2	PRODUCE	2012	12	4535.74	1475	1538
2433521116	Yel.Tortilla Chips 16oz LB	1	PACKAGED GROCERY	2013	7	4534.88	1384	1492
72243011016	O.Trilogy Kombucha 16oz GTs	4	REF GROCERY	2015	4	4534.86	1061	1385
727	TOMATOES Red Slicer Organic	2	PRODUCE	2011	9	4534.7	1293	1296
3338301247	3# Bag O.Pink Lady Apples	2	PRODUCE	2012	1	4534.43	713	751
253	Grapes Red	2	PRODUCE	2011	5	4534.14	1046	1033
20604300000	Grass-Fed Ribeye Steak	13	MEAT	2016	12	4532.77	184	195
721	Squash Zucchini Green Organic	2	PRODUCE	2015	1	4530.56	1498	1508
725	TOMATOES O.Cherry Local pkg.	2	PRODUCE	2012	8	4528.65	1032	1084
395	Kale Dinosaur Organic	2	PRODUCE	2011	2	4528.08	1431	1503
122	APPLES Sweet 16 BreezyHill O.	2	PRODUCE	2012	9	4527.86	1278	1299
503	Salad Mix Organic	2	PRODUCE	2014	2	4526.11	2339	2347
17503	COFFEE French Roast/EE	3	BULK	2014	8	4525.34	489	521
7990000169	Wild Blueberries 3# Wyman	6	FROZEN	2012	12	4525.29	357	410
20552600000	Hand-Pulled Mozzarella	5	CHEESE	2015	7	4524.7	960	1032
217	APPLES 3# Honeycrisp(Fireside)	2	PRODUCE	2014	10	4523.53	662	685
13680	NUTS Pecans Halves Raw	3	BULK	2012	11	4522.48	683	684
39	Wedge Scone	8	DELI	2014	10	4519.49	1537	1625
727	TOMATOES Slicer Organic	2	PRODUCE	2015	5	4518.37	1355	1355
383	Garlic Organic	2	PRODUCE	2011	12	4516.96	4094	4127
3338390202	2# Bag O.Carrots	2	PRODUCE	2012	4	4516.96	1705	1744
826	TOMATOES Living Waters	2	PRODUCE	2011	6	4515.64	1652	1673
591	POTATOES Russet Organic	2	PRODUCE	2011	11	4515.5	1167	1191
311	Cherries Red Organic	2	PRODUCE	2013	5	4513.88	413	400
368	Cauliflower Non-Local Organic	2	PRODUCE	2016	3	4513.31	1253	1292
89954100249	O.Honeycrisp Cider 50oz Hoch	2	PRODUCE	2012	9	4511.34	635	690
17	Lettuce Romaine Organic	2	PRODUCE	2010	12	4511.3	1311	1420
195	ORANGES Clementine O.	2	PRODUCE	2014	1	4511.03	1181	1176
20680000000	Salmon Atlantic Fillet	16	FISH&SEAFOOD	2016	8	4510.59	391	534
78696901005	O.EV Olive Oil 25.4oz Napa	1	PACKAGED GROCERY	2015	5	4510.56	416	442
20071900000	Bouquet--Handmade at the Wedge	18	FLOWERS	2015	11	4509.94	367	405
20620700000	Lorentz Boneless Ham	13	MEAT	2016	12	4508.76	194	217
81076600002	Eggs O.Larrys ExtraLarge Dozen	4	REF GROCERY	2012	7	4508.7	1039	1128
39	Wedge Scone	8	DELI	2015	2	4506.9	1468	1516
17503	COFFEE French Roast/EE	3	BULK	2010	3	4506	638	670
383	Garlic Organic	2	PRODUCE	2011	11	4500.53	3957	3981
383	Garlic White CA Organic	2	PRODUCE	2012	10	4499.3	3040	3044
368	Cauliflower Organic	2	PRODUCE	2011	8	4498.86	659	667
17503	COFFEE French Roast/EE	3	BULK	2011	9	4497.74	530	561
39	Wedge Scone	8	DELI	2012	5	4497.56	1610	1709
9492251241	Eggs O.Dozen Harmony	4	REF GROCERY	2012	1	4496.73	1032	1107
195	ORANGES Mandarin Clem./Alg. O.	2	PRODUCE	2016	12	4496.3	1373	1420
20631200000	Chicken Breasts Bone-In	13	MEAT	2016	5	4494.89	392	436
556	ONIONS Yellow Organic	2	PRODUCE	2012	7	4494.82	2782	2818
253	Grapes Red	2	PRODUCE	2016	4	4493.96	690	687
395	Kale Dinosaur Organic	2	PRODUCE	2016	4	4493.8	1605	1694
721	Squash Zucchini Green Organic	2	PRODUCE	2013	8	4493.44	1871	1876
39	Wedge Scone	8	DELI	2014	7	4493.2	1505	1610
395	Kale Dinosaur Organic	2	PRODUCE	2016	5	4492.9	1424	1506
380	Garlic Local Organic	2	PRODUCE	2013	3	4491.24	3162	3193
746	2# Bag O.Carrots Featherstone	2	PRODUCE	2013	1	4491.09	1248	1242
7835557000	Honey Greek Yogurt 24oz Gods	4	REF GROCERY	2011	5	4490.85	1196	1363
170	Watermelon Organic	2	PRODUCE	2012	7	4489.4	368	374
14	Carrots Bulk Organic	2	PRODUCE	2010	10	4488.92	2056	2079
129	APPLES Pink Lady Organic	2	PRODUCE	2010	11	4488.15	1759	1790
4362	BBOWL Mayan Grain	8	DELI	2017	1	4487	607	620
739	Sweet Potato Organic	2	PRODUCE	2014	11	4484.84	967	985
20600300000	Grass-Fed Ground Beef	13	MEAT	2010	10	4482.54	652	815
8102	Spark-Y Donation	15	MISC P/I	2016	12	4482.33	10335	10576
828	TOMATOES Heirloom Local	2	PRODUCE	2012	10	4481.05	1029	1050
368	Cauliflower Non-Local Organic	2	PRODUCE	2014	11	4481.01	727	746
20099000000	Fresh Flower Bouquet	18	FLOWERS	2011	2	4480.71	396	425
3338301247	3# Bag O.Pink Lady Apples	2	PRODUCE	2010	3	4480.47	847	899
20635200000	Whole Chicken	13	MEAT	2012	7	4480.47	373	433
13595	NUTS Walnuts Halves&Pieces Org	3	BULK	2016	3	4480.32	502	496
375	Eggplant Variety Organic	2	PRODUCE	2015	8	4479.44	1239	1271
1283	Eggs Bulk Dozen	4	REF GROCERY	2017	1	4478.88	1050	1094
137	Mango Champagne/Ataulfo Org.	2	PRODUCE	2010	4	4478.78	1675	1940
529	CELERY Organic	2	PRODUCE	2015	3	4478.77	2685	2791
39	Wedge Scone	8	DELI	2014	11	4478.68	1479	1556
153	Grapes Red Organic	2	PRODUCE	2017	1	4478.31	429	432
398	Spinach Bulk Organic	2	PRODUCE	2016	6	4477.99	1487	1488
9492251241	Eggs O.Dozen Harmony	4	REF GROCERY	2011	6	4476.64	1225	1302
39	Wedge Scone	8	DELI	2014	6	4476.47	1536	1639
312	PEARS TaylorGold/Warren Org.	2	PRODUCE	2010	11	4473.44	956	965
20620200000	Bacon Thick-Sliced	13	MEAT	2014	8	4470.62	719	740
549	ONIONS Red Organic	2	PRODUCE	2015	5	4469.63	2195	2202
17526	COFFEE Birchwood Blend/Peace	3	BULK	2013	2	4469.46	479	490
533	Mushroom Crimini Organic	2	PRODUCE	2013	4	4469.46	1921	1921
20635200000	Whole Chicken	13	MEAT	2010	6	4468.93	485	559
179	CITRUS Lemon Organic	2	PRODUCE	2010	5	4468.64	3020	3068
395	Kale Dinosaur Organic	2	PRODUCE	2012	6	4468.54	1463	1541
20620700000	Lorentz Boneless Ham	13	MEAT	2016	1	4468.43	250	259
20600300000	Grass-Fed Ground Beef	13	MEAT	2016	9	4467.93	493	618
380	Garlic Local Organic	2	PRODUCE	2014	3	4467.28	3336	3388
13595	NUTS Walnuts Halves&Pieces Org	3	BULK	2010	10	4466.41	840	835
81076600002	O.Extra-Large Eggs 12ct Larry	4	REF GROCERY	2015	9	4465.04	901	1053
20672700000	Alaskan Cod	16	FISH&SEAFOOD	2015	11	4464.83	470	517
727	TOMATOES Red Slicer CA Organic	2	PRODUCE	2012	1	4464.47	982	973
187	ORANGES Navel Organic	2	PRODUCE	2015	1	4464.07	1130	1133
557	SCALLIONS Green/Purple Org.	2	PRODUCE	2014	6	4463.57	2002	2076
302	PEARS Bartlett Red Organic	2	PRODUCE	2014	4	4462.87	1535	1552
161	Melon Cantaloupe Organic	2	PRODUCE	2010	7	4462.71	1198	1233
179	CITRUS Lemon Organic	2	PRODUCE	2014	11	4462.47	2844	2855
106	APPLES Fuji Organic	2	PRODUCE	2011	5	4461	1428	1466
20680400000	Nerka Coho Salmon Fillet	16	FISH&SEAFOOD	2015	8	4460.74	347	358
721	Squash Zucchini Green Organic	2	PRODUCE	2014	2	4459.05	1796	1819
20600400000	Grass-Fed Ground Beef	13	MEAT	2016	10	4458.36	459	559
113	APPLES Autumn Glory Organic	2	PRODUCE	2014	2	4457.71	1026	1051
383	GARLIC Non-Local Organic	2	PRODUCE	2015	3	4455.99	4463	4506
557	SCALLIONS Green/Purple Org.	2	PRODUCE	2014	5	4453.77	2253	2321
20681400000	Sockeye Salmon	16	FISH&SEAFOOD	2015	8	4452.58	274	280
731	TOMATOES Slicer Perf.Circle O.	2	PRODUCE	2013	6	4450.04	1143	1144
9649933450	O.Strawberries 8oz 	2	PRODUCE	2011	2	4447.7	639	765
39	Wedge Scone	8	DELI	2016	10	4447.14	1429	1485
363	Cucumbers Organic	2	PRODUCE	2016	11	4445.96	1887	1881
20099000000	Fresh Flower Bouquet	18	FLOWERS	2013	4	4444.73	397	424
197	ORANGES Tangerine Fall Glow O.	2	PRODUCE	2012	11	4444.13	1653	1654
395	Kale Dinosaur Organic	2	PRODUCE	2016	2	4443.93	1566	1668
312	PEARS TaylorGold/Warren Org.	2	PRODUCE	2010	10	4442.65	890	909
133	AVOCADO Hass Organic	2	PRODUCE	2010	9	4442.13	2363	2870
591	POTATOES Russet Organic	2	PRODUCE	2012	11	4441.63	1160	1181
314	Nectarine Yellow Organic	2	PRODUCE	2016	8	4440.86	1236	1247
20680400000	Nerka Coho Salmon Fillet	16	FISH&SEAFOOD	2011	9	4439.7	352	396
557	SCALLIONS Green Onions Org	2	PRODUCE	2013	6	4439.69	1932	2001
20635200000	Whole Chicken	13	MEAT	2011	7	4439.6	410	469
39	Wedge Scone	8	DELI	2011	10	4438.02	1559	1663
395	GREENS Kale Dinosaur Organic	2	PRODUCE	2017	1	4437.96	1675	1798
331	Plum Organic	2	PRODUCE	2012	6	4437.05	2330	2353
549	ONIONS Red Organic	2	PRODUCE	2010	5	4435.65	2359	2387
595	POTATOES Yellow/Yukon/White O.	2	PRODUCE	2012	5	4434.5	1370	1391
358	Brussels Sprouts Organic	2	PRODUCE	2014	10	4433.03	749	740
179	CITRUS Lemon Organic	2	PRODUCE	2013	1	4431.79	2703	2741
358	Brussels Sprouts Organic	2	PRODUCE	2016	5	4431.69	908	902
301	PEARS Bartlett Organic	2	PRODUCE	2010	9	4431.43	1743	1760
20652000000	85% Lean Ground Beef	13	MEAT	2013	1	4429.65	756	894
571	Pepper Bell Green Organic	2	PRODUCE	2013	7	4428.87	2035	2028
112	APPLES Honeycrisp CA Organic	2	PRODUCE	2011	11	4427.55	807	805
161	Melon Cantaloupe O.	2	PRODUCE	2015	6	4426.19	1631	1653
20685400000	Tilapia	16	FISH&SEAFOOD	2013	1	4425.77	564	596
383	GARLIC Non-Local Organic	2	PRODUCE	2014	5	4424.46	3652	3683
721	Squash Zucchini Green Organic	2	PRODUCE	2010	3	4422.6	2080	2097
721	Squash Zucchini Green Organic	2	PRODUCE	2012	4	4420.66	2422	2451
20652200000	90% Lean Ground Beef	13	MEAT	2014	12	4419.67	506	610
20073100000	Cut Watermelon Organic	2	PRODUCE	2010	6	4417.42	1272	1313
513	Cilantro Bunch Organic	2	PRODUCE	2015	6	4417.28	1904	1934
2433521116	Yel.Tortilla Chips 16oz LB	1	PACKAGED GROCERY	2013	5	4416.16	1355	1481
20681000000	Sockeye Salmon	16	FISH&SEAFOOD	2014	11	4415.39	308	328
12	CELERY Organic	2	PRODUCE	2014	7	4414.76	2144	2206
20681000000	Sockeye Salmon	16	FISH&SEAFOOD	2013	12	4413.76	287	299
199	ORANGES Mandarin Murcott O.	2	PRODUCE	2015	1	4413.58	1267	1258
529	CELERY Organic	2	PRODUCE	2016	2	4412.57	2450	2623
133	AVOCADO Hass Organic	2	PRODUCE	2010	8	4412.43	2348	2812
556	ONIONS Yellow Organic	2	PRODUCE	2014	6	4411.32	2283	2306
557	Scallions/Green Onions Organic	2	PRODUCE	2015	4	4411.1	2452	2559
727	TOMATOES Red Slicer Organic	2	PRODUCE	2013	1	4410.77	1237	1227
76899003790	Ultimate Omega 180ct Nordic	10	SUPPLEMENTS	2011	11	4409.16	65	84
368	Cauliflower Non-Local Organic	2	PRODUCE	2016	11	4408.17	896	926
20637000000	Turkey Thigh Ground	13	MEAT	2010	1	4408.04	785	912
721	Squash Zucchini Green Organic	2	PRODUCE	2013	6	4407.56	2379	2385
419	Peach Yellow Colorado	2	PRODUCE	2013	8	4406.27	1200	1214
17	Lettuce Romaine Organic	2	PRODUCE	2011	1	4403.39	1295	1348
20631200000	Chicken Breasts Bone-In	13	MEAT	2016	2	4399.75	400	445
20631200000	Split Chicken Breasts Bone-In	13	MEAT	2014	6	4399.33	455	506
727	TOMATOES Slicer Organic	2	PRODUCE	2016	1	4398.76	1160	1162
351	Asparagus Organic	2	PRODUCE	2013	4	4398.51	597	596
129	APPLES Pink Lady Organic	2	PRODUCE	2015	6	4397.02	988	1000
826	TOMATOES Living Waters Hydro	2	PRODUCE	2016	3	4396.73	1070	1088
20639400000	Whole Turkey/Kadejan	13	MEAT	2010	11	4395.12	159	163
20635200000	Whole Chicken	13	MEAT	2010	7	4394.64	448	529
20161400000	SmokedTurkeyProvolone Sandwich	8	DELI	2016	6	4393.3	900	964
1087	St.Paul Bagels (Bagged)	7	BREAD	2015	5	4392.96	927	972
49	Wedge Muffin	8	DELI	2015	10	4392.36	1458	1504
152	Grapes Green Organic	2	PRODUCE	2015	9	4392.1	663	654
728	TOMATOES Heirloom Organic	2	PRODUCE	2012	9	4391.29	819	838
368	Cauliflower Non-Local Organic	2	PRODUCE	2016	6	4387.49	852	866
557	SCALLIONS Green Onions Organic	2	PRODUCE	2011	4	4386.81	2409	2491
3915301002	EV Olive Oil 1L Col	1	PACKAGED GROCERY	2012	9	4385.84	274	286
3338390202	2# Bag O.Carrots	2	PRODUCE	2013	5	4385.57	1313	1333
302	PEARS Bartlett Red Organic	2	PRODUCE	2013	4	4385.25	1553	1577
179	CITRUS Lemon Organic	2	PRODUCE	2011	4	4385.13	2954	2999
557	SCALLIONS Green/Purple Org.	2	PRODUCE	2014	4	4383.86	2280	2386
20680400000	Nerka Coho Salmon Fillet	16	FISH&SEAFOOD	2013	4	4382.47	402	414
49	Wedge Muffin	8	DELI	2015	6	4382.4	1457	1526
20680000000	Salmon Atlantic Fillet	16	FISH&SEAFOOD	2016	6	4380.63	303	325
36	CUCUMBER Organic	2	PRODUCE	2010	11	4380.6	2135	2142
20652000000	85% Lean Ground Beef	13	MEAT	2012	5	4379.04	819	929
13685	NUTS Pinenuts Organic	3	BULK	2010	7	4378.64	467	464
101	APPLES Braeburn Organic	2	PRODUCE	2010	12	4378.27	1648	1680
161	Cantaloupe/Muskmelon Organic	2	PRODUCE	2013	9	4377.23	694	702
89954100221	O.Apple Cider 50oz Hoch	2	PRODUCE	2014	11	4376.67	581	631
571	Pepper Bell Green Organic	2	PRODUCE	2010	4	4376.12	1377	1351
392	Kale Green Organic	2	PRODUCE	2011	12	4376.1	1363	1447
49	Wedge Muffin	8	DELI	2015	8	4374.93	1403	1449
20639500000	Whole Kadejan Turkey	13	MEAT	2014	11	4374.18	142	146
721	Squash Zucchini Green Organic	2	PRODUCE	2010	5	4373.33	2297	2332
3338320038	O.Strawberries 16oz pkg.	2	PRODUCE	2011	5	4372.7	670	725
735	Yams Organic	2	PRODUCE	2010	5	4372.52	1439	1477
503	Salad Mix Organic	2	PRODUCE	2010	9	4370.36	2575	2584
190	ORANGES Mandarin Satsuma Org.	2	PRODUCE	2010	1	4370.13	1703	1690
20667900000	Ground Bison	13	MEAT	2014	5	4369.66	432	469
529	CELERY Organic	2	PRODUCE	2015	11	4369.32	3046	3148
39	Wedge Scone	8	DELI	2012	4	4369.32	1606	1690
727	TOMATOES Slicer Organic	2	PRODUCE	2015	4	4369.02	1288	1289
328	Pluot Organic	2	PRODUCE	2012	6	4368.32	1963	1971
827	TOMATOES Slicer TomatoKing	2	PRODUCE	2016	8	4366.74	995	1000
138	Kiwi Organic	2	PRODUCE	2014	3	4365.32	3066	3539
81076600003	O.Jumbo Eggs 12ct Larry	4	REF GROCERY	2014	4	4365.06	932	1050
358	Brussels Sprouts Organic	2	PRODUCE	2010	2	4364.3	737	730
368	Cauliflower Non-Local Organic	2	PRODUCE	2016	10	4363.66	941	978
63855001173	O.Blueberries 11oz pkg.	2	PRODUCE	2013	3	4363.33	707	755
557	Scallions Organic	2	PRODUCE	2015	12	4362.8	1943	2039
83	Eggs O.Harmony Bulk Each	4	REF GROCERY	2010	4	4362.56	1382	1401
3915301002	EV Olive Oil 1L Col	1	PACKAGED GROCERY	2010	4	4362.39	309	321
395	Kale Dinosaur Organic	2	PRODUCE	2011	11	4361.81	1398	1476
20639500000	Whole Kadejan Turkey	13	MEAT	2015	11	4361.56	142	149
69685903149	Extra Large Eggs 12ct LoLa	4	REF GROCERY	2014	11	4361.07	960	1071
571	Pepper Bell Green Organic	2	PRODUCE	2010	5	4360.89	1840	1832
588	POTATOES Red/Bella Rossa Org.	2	PRODUCE	2013	11	4359.63	1249	1265
108	APPLES Gala Organic	2	PRODUCE	2012	3	4357.96	1540	1569
395	Kale Dinosaur Organic	2	PRODUCE	2010	5	4357.94	1256	1333
7835555000	Plain Greek Yogurt 24oz Gods	4	REF GROCERY	2013	3	4356.02	1166	1358
20162100000	Turkey Focaccia w/Pesto Mayo	8	DELI	2012	7	4355.99	1039	1124
108	APPLES Gala Organic	2	PRODUCE	2015	7	4355.67	1340	1345
3338301247	3# Bag O.Pink Lady Apples	2	PRODUCE	2012	3	4354.73	704	719
3338320038	O.Strawberries 16oz pkg	2	PRODUCE	2015	9	4354.56	762	789
106	APPLES Fuji Organic	2	PRODUCE	2012	8	4354.32	903	919
189	ORANGES Minneola Tangelo Org.	2	PRODUCE	2016	1	4354.23	1166	1168
108	APPLES Gala Organic	2	PRODUCE	2016	1	4353.6	1318	1343
88100600111	Fresh Blueberries pint	2	PRODUCE	2011	6	4353.09	1010	1083
513	Cilantro Organic	2	PRODUCE	2013	11	4352.75	1735	1765
20652200000	90% Lean Ground Beef	13	MEAT	2012	9	4352.46	787	957
13595	NUTS Walnuts Halves&Pieces Org	3	BULK	2011	2	4350.95	754	754
1878750503	O.WholeKernel CoconutOil 30oz	1	PACKAGED GROCERY	2015	5	4350.92	264	306
187	ORANGES Navel Organic	2	PRODUCE	2015	2	4349.68	1621	1638
380	Garlic Local Organic	2	PRODUCE	2014	8	4348.6	2718	2740
39	Wedge Scone	8	DELI	2014	4	4347.41	1471	1579
443	Strawberries Silkey Local 16oz	2	PRODUCE	2013	7	4346.32	894	935
20162100000	Turkey Focaccia w/Pesto Mayo	8	DELI	2013	6	4346.21	1041	1132
533	Mushroom Crimini Organic	2	PRODUCE	2012	2	4346.11	1698	1699
383	Garlic Organic	2	PRODUCE	2011	9	4345.41	3626	3647
595	POTATOES Yellow/Yukon/White O.	2	PRODUCE	2014	3	4345.02	1292	1322
64850503500	O.EV Olive Oil 17oz Lucini	1	PACKAGED GROCERY	2011	6	4344.8	280	326
79156777462	O.Spinach 8oz Harmony Valley	2	PRODUCE	2015	6	4342.75	643	720
721	Squash Zucchini Green Organic	2	PRODUCE	2011	7	4342.02	2311	2347
588	POTATOES Red/Bella/Desiree O.	2	PRODUCE	2013	12	4341.55	1161	1183
383	Garlic Organic	2	PRODUCE	2011	10	4340.53	3889	3927
101	APPLES Braeburn Organic	2	PRODUCE	2012	7	4340.14	931	955
556	ONIONS Yellow/Sweet Organic	2	PRODUCE	2010	4	4340.07	1862	1911
557	SCALLIONS Green Onions Org	2	PRODUCE	2012	11	4340.05	2001	2072
39	Wedge Scone	8	DELI	2016	5	4340	1400	1456
179	CITRUS Lemon Organic	2	PRODUCE	2011	5	4339.26	2735	2769
101	APPLES Braeburn Organic	2	PRODUCE	2010	2	4338.42	1474	1502
17	Lettuce Romaine Organic	2	PRODUCE	2010	5	4337.37	1439	1544
81076600003	O.Jumbo Eggs 12ct Larry	4	REF GROCERY	2015	5	4337.13	906	1031
368	Cauliflower Non-Local Organic	2	PRODUCE	2014	8	4336.19	649	660
17503	COFFEE French Roast/EE	3	BULK	2012	1	4335.62	467	495
71375731861	Large Eggs 12ct LoLa	4	REF GROCERY	2016	10	4333.85	1063	1157
374	Corn Organic	2	PRODUCE	2014	7	4333.7	1347	1367
557	Scallions/Green Onions Organic	2	PRODUCE	2015	6	4332.84	1898	1936
533	Mushroom Crimini Organic	2	PRODUCE	2012	3	4331.95	1799	1802
380	Garlic Local Organic	2	PRODUCE	2013	9	4331.47	3181	3220
20680000000	Salmon Atlantic Fillet	16	FISH&SEAFOOD	2014	4	4331.23	279	288
20680400000	Nerka Coho Salmon Fillet	16	FISH&SEAFOOD	2011	12	4330.94	374	418
513	Cilantro Bunch Organic	2	PRODUCE	2014	12	4330.24	2009	2035
49	Wedge Muffin	8	DELI	2015	2	4330.11	1391	1449
702	Squash Winter Local O.	2	PRODUCE	2015	11	4330.04	869	994
20681000000	Sockeye Salmon	16	FISH&SEAFOOD	2011	3	4329.99	339	369
7835557000	Honey Greek Yogurt 24oz Gods	4	REF GROCERY	2010	8	4329.64	1135	1314
20604300000	Grass-Fed Ribeye Steak	13	MEAT	2011	5	4329.04	353	402
129	APPLES Pink Lady/Cripp Organic	2	PRODUCE	2017	1	4327.77	1156	1195
20680400000	Nerka Coho Salmon Fillet	16	FISH&SEAFOOD	2012	2	4326	398	419
174	CITRUS Grapefruit Ruby/Rio O.	2	PRODUCE	2014	12	4323.66	1068	1110
20680400000	Coho Salmon Fillet	16	FISH&SEAFOOD	2017	1	4322.76	326	351
368	Cauliflower Non-Local Organic	2	PRODUCE	2013	10	4320.25	724	724
729	TOMATOES Roma Organic	2	PRODUCE	2011	3	4317.14	1986	2009
179	CITRUS Lemon Organic	2	PRODUCE	2012	12	4317.08	2674	2702
721	Squash Zucchini Green Organic	2	PRODUCE	2016	2	4316.09	1409	1438
185	ORANGES Pixie Tangerine Org.	2	PRODUCE	2013	2	4315.05	1363	1344
352	Beans Green Organic	2	PRODUCE	2010	12	4314.51	1676	1673
828	TOMATOES Heirloom TomatoKing	2	PRODUCE	2014	9	4313.77	1046	1069
383	Garlic Organic	2	PRODUCE	2010	1	4313.64	4737	4789
557	SCALLIONS Green Onions Organic	2	PRODUCE	2011	5	4312.08	2343	2433
161	Melon Cantaloupe O.	2	PRODUCE	2015	7	4311.98	1538	1565
63855001170	O.Blueberries 6oz pkg.	2	PRODUCE	2017	1	4311.6	863	1165
20680400000	Nerka Coho Salmon Fillet	16	FISH&SEAFOOD	2014	11	4311.57	333	352
9492251241	Eggs O.Dozen Harmony	4	REF GROCERY	2011	5	4311.15	1090	1156
513	Cilantro Organic	2	PRODUCE	2013	2	4309.49	2281	2308
81076600004	Eggs O.Larrys Medium Dozen	4	REF GROCERY	2012	1	4308.69	1155	1255
3338320038	O.Strawberries 16oz pkg	2	PRODUCE	2013	3	4308	499	544
13697	NUTS Walnut Pieces Raw	3	BULK	2011	10	4307.66	1197	1202
187	ORANGES Navel Organic	2	PRODUCE	2012	5	4305.68	1909	1926
721	Squash Zucchini Green Organic	2	PRODUCE	2012	3	4305.44	2362	2388
20683300000	26-30 Wild Shrimp	16	FISH&SEAFOOD	2016	3	4305.29	511	591
17566	COFFEE Twin Cities Blend/Peace	3	BULK	2014	8	4305.23	503	512
198	ORANGES Mandarin Kishu O.	2	PRODUCE	2015	2	4304.89	739	711
721	Squash Zucchini Green Organic	2	PRODUCE	2011	8	4304.23	1821	1826
398	Spinach Bulk Organic	2	PRODUCE	2016	7	4304	1711	1714
557	SCALLIONS/Green Onions Org.	2	PRODUCE	2010	2	4303.53	1975	2059
313	Cherry Rainier Organic	2	PRODUCE	2016	7	4300.85	389	371
20652000000	85% Lean Ground Beef	13	MEAT	2011	5	4300.64	824	940
503	Salad Mix Organic	2	PRODUCE	2015	11	4299.7	2069	2073
513	Cilantro Organic	2	PRODUCE	2013	5	4299.58	2237	2261
533	Mushroom Crimini Organic	2	PRODUCE	2015	11	4297.96	1522	1525
20680400000	Nerka Coho Salmon Fillet	16	FISH&SEAFOOD	2013	11	4297.75	400	442
187	ORANGES Navel Organic	2	PRODUCE	2012	4	4297.54	2209	2225
72243011016	O.Trilogy Kombucha 16oz GTs	4	REF GROCERY	2015	9	4296.58	1156	1400
595	POTATOES Yellow/Yukon/White O.	2	PRODUCE	2013	12	4295.99	1032	1047
20680400000	Nerka Coho Salmon Fillet	16	FISH&SEAFOOD	2012	10	4295.11	392	424
20681000000	Sockeye Salmon	16	FISH&SEAFOOD	2014	9	4294.32	305	315
20162100000	Turkey Focaccia w/Pesto Mayo	8	DELI	2012	8	4293.34	1024	1110
17560	COFFEE Rabble Rouser/EE	3	BULK	2011	7	4292.28	474	489
595	POTATOES Yellow/Yukon/White O.	2	PRODUCE	2014	12	4291.38	1167	1179
700	Squash Winter/Pie Pumpkin Org.	2	PRODUCE	2016	12	4290.9	951	1038
129	APPLES Pink Lady Organic	2	PRODUCE	2016	5	4290.82	680	702
379	Ginger Root Organic	2	PRODUCE	2016	1	4289.55	2400	2410
557	Scallions Organic	2	PRODUCE	2016	2	4289.28	1523	1576
20631200000	Chicken Breasts Bone-In	13	MEAT	2016	1	4289.24	393	437
4334	BURRITOS Wedge Classic	8	DELI	2016	10	4288	514	523
3338390202	2# Bag O.Carrots	2	PRODUCE	2014	3	4287.66	1425	1434
1283	Eggs Bulk Dozen	4	REF GROCERY	2016	4	4286.52	1041	1122
20681400000	Sockeye Salmon	16	FISH&SEAFOOD	2015	12	4285.82	318	340
13595	NUTS Walnuts Halves&Pieces Org	3	BULK	2010	6	4285.73	793	795
20099000000	Fresh Flower Bouquet	18	FLOWERS	2013	6	4285.47	357	398
20680400000	Nerka Coho Salmon Fillet	16	FISH&SEAFOOD	2014	8	4284.63	330	352
513	Cilantro Organic	2	PRODUCE	2014	2	4284.47	2045	2064
17	Lettuce Romaine Organic	2	PRODUCE	2010	11	4282.53	1420	1545
13697	NUTS Walnut Pieces Raw	3	BULK	2014	11	4281.61	777	778
174	CITRUS Grapefruit Red/Pink O.	2	PRODUCE	2014	6	4280.44	1316	1354
503	Salad Mix Organic	2	PRODUCE	2016	3	4279.91	2151	2166
368	Cauliflower Organic	2	PRODUCE	2011	7	4279.67	673	687
533	Mushroom Crimini Organic	2	PRODUCE	2012	1	4279.54	1781	1775
179	CITRUS Lemon Organic	2	PRODUCE	2011	6	4278.6	2765	2806
106	APPLES Fuji Organic	2	PRODUCE	2013	7	4278.25	1020	1027
533	Mushroom Crimini Organic	2	PRODUCE	2012	4	4278.21	1822	1814
352	Beans Green Organic	2	PRODUCE	2010	4	4278.08	1525	1520
69685903149	Extra Large Eggs 12ct LoLa	4	REF GROCERY	2015	1	4277.28	955	1050
557	SCALLIONS Green Onions Organic	2	PRODUCE	2012	2	4276.52	2257	2344
392	Kale Green Organic	2	PRODUCE	2012	10	4276.2	1590	1645
71575620011	O.Strawberries 16oz pkg	2	PRODUCE	2012	10	4275.66	548	582
17566	COFFEE Twin Cities Blend/Peace	3	BULK	2014	4	4274.28	484	486
79985765530	O.Sugarplum Cherry Tomatoes pk	2	PRODUCE	2010	11	4273.29	1014	1069
20308000000	Cajun Rotisserie Chicken	8	DELI	2017	1	4272	356	356
13595	NUTS Walnuts Halves&Pieces Org	3	BULK	2011	6	4271.71	798	799
556	ONIONS Yellow Organic	2	PRODUCE	2011	3	4271.57	3838	3924
319	Peach Yellow Organic	2	PRODUCE	2016	8	4270.91	901	864
78696901005	O.EV Olive Oil 25.4oz Napa	1	PACKAGED GROCERY	2013	6	4270.88	360	401
61046210072	3# Bag O.Pink Lady Apples	2	PRODUCE	2013	11	4270.74	507	526
